ID_LAB,Island_Site,Depth,Species,Zoox,Chl_A,Chl_C2,Relative_Index_Light,RatioChlA,RatioChlC2,Septa.Distance,Width.Valley,Height.Septa,septa_sd,height_sd,valley_sd
2463,Rangiroa_3,60,Pachyseris speciosa,6035010.589,21.23112543,9.381794092,11.7754365929922,3.517993070086393e-6,1.554561330695952e-6,0.0685,0.18080000000000002,1.8557142857142856,0.016050268256671326,NA,0.057043453222570206
2464,Rangiroa_3,60,Pachyseris speciosa,6699036.317,25.89185397,8.976673728,11.7754365929922,3.865011733746658e-6,1.3399947848051053e-6,0.07528,0.2047,3.285,0.019068694530856356,0.25936889216369463,0.04487030693503717
2465,Rangiroa_3,60,Pachyseris speciosa,6390124.856,19.07220271,7.685895651,11.7754365929922,2.9846369421236233e-6,1.2027770699634041e-6,0.13934,0.1822,1.9985714285714287,0.15305200423385507,NA,0.07737757355260559
2466,Rangiroa_3,60,Pachyseris speciosa,9930032.17,29.60174622,11.12914075,11.7754365929922,2.9810322578239944e-6,1.120755759847654e-6,0.06762,0.161,2.0909999999999997,0.017990417202252734,0.20052431274037572,0.03441253001774531
2467,Rangiroa_3,60,Pachyseris speciosa,4712116.683,14.5367299,5.176965493,11.7754365929922,3.0849681529416404e-6,1.098649681506624e-6,0.06953,0.15619,1.716,0.02124785217903735,0.27455823102253224,0.034430040178115774
2468,Rangiroa_3,60,Pachyseris speciosa,4671634.643,11.45050683,4.923700679,11.7754365929922,2.4510707075857257e-6,1.0539567100731426e-6,0.06771,0.1303,2.211,0.01408501567860919,0.44943050383544036,0.03624929118080947
2469,Rangiroa_3,60,Pachyseris speciosa,6789920.376,20.62229492,8.080568939,11.7754365929922,3.037192452637975e-6,1.190083018876332e-6,0.06303,0.12969,1.92,0.015118719081544796,0.24770053604212397,0.029446842879255416
2470,Rangiroa_3,60,Pachyseris speciosa,7287633.796,21.38920519,9.566112503,11.7754365929922,2.9349999998271043e-6,1.312650000093391e-6,0.18696000000000002,0.1447,2.3644444444444446,0.2629273968227731,NA,0.017882642111525043
2473,Rangiroa_3,40,Pachyseris speciosa,6409558.473,23.0331491,8.060619258,22.646012618777,3.593562520261916e-6,1.2575935287828364e-6,0.03909,0.15312,2.56,0.007775524276714578,0.2964980794391612,0.034598805374367096
2474,Rangiroa_3,40,Pachyseris speciosa,8192893.832,22.47581045,8.190007217,22.646012618777,2.7433298796346468e-6,9.996476684479022e-7,0.11183,0.2845,1.8143,0.013890048396043998,0.5383002156995873,0.06671373338542988
2475,Rangiroa_3,40,Pachyseris speciosa,5585959.381,15.46152179,5.057310392,22.646012618777,2.767925925596701e-6,9.053611111462537e-7,0.07531,0.16492,3.201,0.028334252926253217,0.2387211297262514,0.06877001607612951
2476,Rangiroa_3,40,Pachyseris speciosa,5842219.506,22.65221339,9.773961813,22.646012618777,3.877330074081609e-6,1.6729877751019236e-6,0.03105,0.1745,2.67,0.00916978734758882,0.2539903760206497,0.061079638360277015
2477,Rangiroa_3,40,Pachyseris speciosa,4696132.209,12.37825686,4.317077239,22.646012618777,2.635840796023041e-6,9.192835820777038e-7,0.04442,0.1728,1.952,0.020679877498025304,0.2963781368454833,0.04555289965157725
2478,Rangiroa_3,40,Pachyseris speciosa,6155268.615,17.76174789,7.373749875,22.646012618777,2.8856170219307314e-6,1.1979574468985216e-6,0.04059,0.189,2.911111111111111,0.012534171071293248,NA,0.08012490249604053
2479,Rangiroa_3,40,Pachyseris speciosa,10959588.33,30.32263527,10.82008804,22.646012618777,2.766767724933332e-6,9.872713932494943e-7,0.10096000000000001,0.2089,2.878,0.02634072470107415,0.4420356948884961,0.07984770225595446
2480,Rangiroa_3,40,Pachyseris speciosa,5646416.656,14.42203009,6.576080562,22.646012618777,2.554191617204665e-6,1.164646706511132e-6,0.1144,0.2233,2.211,0.17111607496407552,0.6380952558635392,0.0434461352327991
2563,Rangiroa_3,90,Pachyseris speciosa,4569489.398,15.04254343,6.538332759,3.38025998156964,3.2919528025568688e-6,1.4308672566045858e-6,0.02926,0.1794,1.77,0.005485171930861522,NA,0.027601127191153298
2564,Rangiroa_3,90,Pachyseris speciosa,7382807.319,46.2093664,17.93997152,3.38025998156964,6.259050846563208e-6,2.4299661016251427e-6,0.04241,0.1763,1.006,0.008126561388434839,NA,0.019471061147821968
2565,Rangiroa_3,90,Pachyseris speciosa,10802135.74,44.50512411,15.21151881,3.38025998156964,4.1200300737935365e-6,1.4081954880155948e-6,0.05497,0.1975,1.2650000000000001,0.0063315874786659945,NA,0.04633513185957761
2566,Rangiroa_3,90,Pachyseris speciosa,9591152.062,39.00642621,15.48188516,3.38025998156964,4.066917713101731e-6,1.614184100087308e-6,0.07263,0.221,1.52,0.013939396607377873,NA,0.0418568990729127
2567,Rangiroa_3,90,Pachyseris speciosa,10875501.35,48.48711911,15.73271635,3.38025998156964,4.4583801288388424e-6,1.4466198700807482e-6,0.09046,0.2121,1.3466666666666667,0.005293853878686953,NA,0.04772944583797302
2568,Rangiroa_3,90,Pachyseris speciosa,6210093.455,29.3683098,10.80387938,3.38025998156964,4.7291252559741065e-6,1.7397289522754854e-6,0.10614000000000001,0.2696,1.3814285714285715,0.0189333450704189,NA,0.0325685601633095
2569,Rangiroa_3,90,Pachyseris speciosa,10151046.22,43.74616732,17.53614347,3.38025998156964,4.309523015845355e-6,1.7275207983438772e-6,0.06131,0.2551,1.5116666666666667,0.009156715811056083,NA,0.029830819260921716
2570,Rangiroa_3,90,Pachyseris speciosa,15913120.22,53.02746299,25.13531034,3.38025998156964,3.3323108389110123e-6,1.5795337427545684e-6,0.03186,0.24842,1.3439,0.010429147190020433,0.2711229528379247,0.2419861052025738
2571,Rangiroa_3,90,Pachyseris speciosa,14601483.13,51.10368372,26.5656558,3.38025998156964,3.4998967752120394e-6,1.8193806453413336e-6,0.04736,0.13741,1.6555555555555554,0.016636252248895752,NA,0.05294186434193643
2572,Rangiroa_3,90,Pachyseris speciosa,7823456.936,30.8968385,14.04560379,3.38025998156964,3.949256543846591e-6,1.7953193715898789e-6,0.03028,0.12298999999999999,1.767777777777778,0.008126745966252421,NA,0.05367094082358617
